thumbnail|part_num|part_cat_id|name
https://m.rebrickable.com/media/parts/photos/9999/1032b18-9999-01be3fc4-2137-48b4-9e72-c39a9d051e23.jpg|1032b18|17|Set 1032 Activity Booklet 18 - Conveyors
https://m.rebrickable.com/media/parts/photos/9999/1032b19-9999-96f315b4-e6a0-4b75-95de-62c3dd43f00b.jpg|1032b19|17|Set 1032 Activity Booklet 19 - Drawbridges & Boom Gates
https://m.rebrickable.com/media/parts/photos/9999/1032b2-9999-2ae389fd-edf9-4301-8875-af352c28fb35.jpg|1032b2|17|Set 1032 Activity Booklet 2 - Bracing & Connecting
https://m.rebrickable.com/media/parts/photos/9999/1032b20-9999-51cea6b9-9d4d-407e-947d-73e9e9a9f650.jpg|1032b20|17|Set 1032 Activity Booklet 20 - Robots
https://m.rebrickable.com/media/parts/photos/9999/1032b3-9999-a05aa235-f265-4cae-9b2c-778394bc9f6c.jpg|1032b3|17|Set 1032 Activity Booklet 3 - Using the 4.5V motor
https://m.rebrickable.com/media/parts/photos/9999/1032b4-9999-8aaac252-78eb-47cc-8f14-d18290cf2ab1.jpg|1032b4|17|Set 1032 Activity Booklet 4 - Wheels & Belts
https://m.rebrickable.com/media/parts/photos/9999/1032b5-9999-4ce88b93-a806-4671-ba17-667dfd529b3b.jpg|1032b5|17|Set 1032 Activity Booklet 5 - Saws
https://m.rebrickable.com/media/parts/photos/9999/1032b6-9999-af829f1e-b188-4892-957c-ecda4cf77e8d.jpg|1032b6|17|Set 1032 Activity Booklet 6 - Small Machinery
https://m.rebrickable.com/media/parts/photos/9999/1032b7-9999-bd6fcca5-feb8-4dc4-b4d1-55450ddaee07.jpg|1032b7|17|Set 1032 Activity Booklet 7 - Chains
https://m.rebrickable.com/media/parts/photos/9999/1032b8-9999-dbb1e44f-5230-439d-9982-cf983c4c82f9.jpg|1032b8|17|Set 1032 Activity Booklet 8 - Chain Drives
https://m.rebrickable.com/media/parts/photos/9999/1032b9-9999-e3964905-437a-4f07-b11b-f91cb3aa7517.jpg|1032b9|17|Set 1032 Activity Booklet 9 - Winches
